icao24,r,t
ac3bdb,N888DC,GLF4
4d00d0,LX-LGM,DH8D
10163,SU-GEE,B738
4891a9,SP-ENK,B734
495207,CS-TPG,E145
e48ba9,PT-MUG,B77W
4b902b,TC-DAK,C56X
740737,JY-AYW,A320
4caa4a,EI-EXI,B712
3c49aa,D-ABMJ,B738
ae087a,00-3002,F15
7cf869,A41-206,C17
43c45c,XX329,HAWK
a1411b,N180EL,
40046,ET-AOP,B788
4d0107,LX-VCG,B748
43c2d2,XZ731,LYNX
ae0696,63-8884,K35R
ab8cac,N843TE,EA50
00b210,ZS-SYH,GLEX
896181,A6-EEB,A388
3c4b03,D-ABXC,A332
3c5432,D-AEAR,A306
e8c046,OB-2017P,GLF4
4067ee,G-TAWK,B738
4034ff,G-BTVW,C152
ae07df,94-0065,C17
750291,9M-MND,A388
ac669d,N89888,GLF4
a64b00,N504YP,FA50
a9036a,N680CA,BE20
491298,CS-DTX,C56X
45cdac,OY-SML,C525
a7e542,N608D,GLF4
ac1466,N878DN,GALX
4067a3,G-DHLJ,B763
ab4ec8,N828CC,GL5T
ae0499,58-0010,K35R
a7ec6e,N61AJ,C421
a40023,N357PR,GLF3
e48172,PP-BIR,CL30
300256,I-LOAN,PC12
402b65,G-OLNT,AS65
ae07c6,64-14831,K35R
39c958,F-HSKY,A333
45d8a7,OY-VEG,CRJ2
4ac8b8,SE-REX,B737
43e95a,M-VGIN,FA50
ab2f9b,N82MF,F900
399224,F-HERE,C510
3e1760,D-IAAY,E50P
a54b6e,N440JJ,LJ45
461fbb,OH-MAL,GL5T
ac3fc5,N889FD,B77L
4b1a37,HB-JYD,A320
a8dd7b,N670UA,B763
3d5e90,D-FIBG,TBM8
43e957,M-STCO,F2TH
4047de,G-RROB,R44
43e951,M-SWAN,GALX
44065b,OE-LBW,A320
a97d1d,N710LX,GLF4
a83c76,N63M,GLF5
47942d,LN-RTG,F2TH
a5d3a6,N47494,P28R
401bad,G-BCVB,PA17
43e93f,M-ARAE,GLF4
396577,F-GZLX,F2TH
4bb18c,TC-LLL,C56X
a1c2b2,N212U,GALX
4c498a,YU-SMK,C56X
a4b479,N402EF,CL30
a8b258,N66EV,R66
acd5a1,N926NA,WB57
45cd6c,OY-SKL,F2TH
40641d,G-VLUV,A333
39aa20,F-HKRA,C525
a8f77c,N677UA,B763
a3522b,N313CC,F2TH
398c01,F-HDAB,DA42
4066fd,G-MPLB,C182
406797,G-PWAD,EC20
5082a0,UR-CKL,AN12
401dbb,G-BGMR,GY20
459d63,OY-GKC,C56X
80072c,VT-JFE,B738
a0c4ac,N149FR,SR20
a0d5e1,N153FR,SR20
a7db65,N605SC,B734
899063,B-95959,GLEX
a9b2b7,N724DD,GLF4
43c4d8,ZA670,H47
3981eb,F-HAPL,AT75
406863,G-FBJI,E170
516001,4O-MNE,LJ45
a7cebd,N602AR,C212
a80abf,N617WM,GLF4
a6ef40,N546LR,H25C
3c0fea,D-AVAR,GLF5
a18da2,N2DF,GLF4
4caa6c,EI-STB,B734
48ada4,SP-LNE,E190
4caa60,EI-EXE,B738
ae07ec,96-0002,C17
896182,A6-EEC,A388
89616e,A6-EFH,B77L
4891a7,SP-ENH,B734
a1bb4e,N210UK,C210
3c49ab,D-ABMK,B738
4d00d4,LX-LGN,DH8D
43c34a,ZA298,S61
43c27c,ZJ231,H64
3c5425,D-AEAE,A306
896305,A6-ENC,B77W
424105,VP-BVU,B735
ae080c,99-0166,C17
4601f2,OH-ATE,AT75
71be19,HL7619,A388
aba7a2,N850CZ,TBM8
45a9a3,OY-JMC,C525
a1b85c,N21NG,C680
4d00f6,LX-LGU,B738
4caa5f,EI-EXD,B738
ae04b8,58-0018,K35R
3b9bac,85,E121
a25cd3,N251SP,H25B
a3a44a,N3337J,CL30
a2fe0e,N292MU,GLF4
4caa5e,EI-EVZ,B738
3d547a,D-FEFY,PC12
4b0ec2,HB-FPI,PC12
400b90,G-OART,PA27
43c72f,ZJ245,AS50
a7e246,N607LM,EA50
89634f,A6-CPC,CL60
75029f,9M-CJG,GLEX
44065c,OE-LBX,A320
a35ebc,N316SS,F900
06a0b0,A7-BCL,B788
c3c361,ZA299,S61
aba912,N850TS,TBM8
4caa61,EI-EXF,B738
a75052,N570VP,C560
44ce62,OO-SSB,A319
489352,SP-FDT,AN26
a3a150,N333DS,CL60
8962ea,A6-SAJ,CL60
39996e,F-HGLO,
40685c,G-PPBA,E135
43e97a,M-ABFR,GLEX
4bb42e,TC-MAN,H25B
008d86,ZS-FCN,F900
a97c45,N710CF,GLF3
4891b4,SP-ENW,B738
00a182,ZS-MRH,C750
8880b1,VN-A557,A320
4c0653,YU-BST,C525
896304,A6-ENB,B77W
ab6750,N834BA,B737
4caa9e,EI-OZJ,A306
39dd65,F-HXLF,A333
43c632,ZH541,S61
800712,VT-SUP,DH8D
a70473,N551PM,GLF5
c058cb,C-GHQG,BE30
a837f0,N629CT,PA46
4067a4,G-DHLK,B763
4242b4,VP-BLD,B738
a3327c,N305GA,G150
06a0a6,A7-BCB,B788
4caaba,EI-ISE,B772
8006000000000,VT-SUJ,DH8D
8006ea,VT-SUK,DH8D
06a0a5,A7-BCA,B788
4caa5d,EI-EVY,B738
43c6fb,ZZ338,A332
4caa5c,EI-EVX,B738
aa67cc,N77ML,C441
4caa5b,EI-EVW,B738
8005f4,VT-ANK,B788
888036,VN-A192,B734
401b41,G-BCCE,PA27
43e964,M-ABFO,BE40
0d00cb,XA-CMM,F2TH
47c071,LN-RGB,B738
8a036c,PK-AXZ,A320
ad251e,N946TC,FA50
a0f31d,N160QS,GLEX
48ae01,SP-LRB,B788
ab28bb,N818SY,B738
e48baa,PT-MUH,B77W
896329,A6-ETL,B77W
a9d062,N731SR,F900
4787b0,LN-NGG,B738
aaea02,N802HH,HA4T
4b184e,HB-JFI,F2TH
3442d4,EC-LSN,AT72
800743,VT-RSP,CL30
403aa6,G-OSZB,PTS2
406894,G-JTHU,A109
4b008c,HB-AFK,AT72
406862,G-RCAV,CL60
a8cffd,N667UA,B763
398581,F-HBMB,C550
40571c,G-CEYU,AS65
896180,A6-EEA,A388
406787,G-CHGI,BE36
3e3463,D-ILAP,E50P
4d207e,9H-VJC,GLEX
4caab7,EI-ISO,B772
45ac2c,OY-KAL,A320
48ae00,SP-LRA,B788
e48b07,PR-LHW,GLF4
800732,VT-ANL,B788
4b1a36,HB-JYC,A319
acc2fb,N921MG,GLF3
896306,A6-END,B77W
406871,G-ORKI,AS50
4065ab,G-PAFF,MT
ae0559,83-1285,C5
896184,A6-EEE,A388
4d207f,9H-VJD,GLEX
896183,A6-EED,A388
aaf4e7,N805EU,
440685,OE-INL,GL5T
4caa8f,EI-STC,B734
3c6496,D-AIDV,A321
748043,OD-LEA,H25B
8005f3,VT-ANJ,B788
3e4641,D-IRUN,C510
ae053c,69-0022,C5
4cc3e6,TF-AMF,B744
c8200c,ZK-KCE,P750
406830,G-VYGG,A332
ae0562,85-0005,C5
a00623,N100QS,GL5T
440040,OE-LKA,D328
a6982f,N524EA,GLF6
502c7b,YL-BAJ,DH8D
06408c,5N-BJA,B737
440666,OE-LBJ,A320
39adcd,F-HLON,BE20
4242ab,VP-BLA,B772
300140,I-ADLZ,AT45
ae04dd,71502,K35R
402586,G-TSGA,P28R
3c49ac,D-ABML,B738
a71d60,N558CL,B744
43c519,XZ653,LYNX
4b1a38,HB-JYE,A320
adfea0,94-7320,C130
0d05d5,XA-SKY,GLF5
4caab6,EI-ISA,B772
484337,P4-AST,CRJ2
ae4d68,10-0215,C17
40383a,G-JSAT,BN2T
43c36d,XV661,S61
8000cf,VT-SLK,BE9L
a70508,N551VL,GLF5
ae49c7,Sep-11,C17
406835,G-KNYA,P32R
896170,A6-EFJ,B77L
710222,HZ-ATR,B739
4067ef,G-TAWL,B738
a8e4e9,N672UA,B763
440675,OE-GDA,C560
adfe71,92-1534,C130
ae08bf,76-0163,BE20
06a0af,A7-BCK,B788
ae4aea,09-0017,B752
a05770,N121AG,E400
896363,A6-RRJ,A319
a454b5,N3786H,
342148,EC-IZP,CRJ2
43e972,M-CDZT,BE20
39a248,F-HISI,FA50
3442c9,EC-LTF,GLEX
a708e6,N552X,GLF5
a16acd,N1902D,B190
300557,I-ADJQ,E190
451cc1,LZ-PLO,E190
3c5428,D-AEAH,A306
ace44b,N93LA,CL30
a46e81,N385GP,GLF4
502c7c,YL-BAQ,DH8D
4068c0,G-LCDH,CL60
ae1255,166511,C30J
43c15f,ZA404,TOR
ac5824,N895CL,CRJ2
a8c4d8,N664UA,B763
49d241,OK-RHM,BE40
7805de,B-8100,GLF5
0d031d,XA-TAB,FA50
43e95c,M-SNSS,FA50
780932,B-5908,A332
aa4a1a,N762MS,GLF6
a0a7d6,N141QS,GLEX
43e989,M-ARIA,C680
a10915,N166MK,GL5T
adfeeb,160047,DC93
a12491,N173CN,FA7X
4242b1,VP-BCC,GLF5
4242af,VP-BFO,B735
45ac2d,OY-KAM,A320
a1100e,N168GT,
0d06e3,XA-PTR,CL30
502c89,YL-BBO,B733
896341,A6-ETM,B77W
4040af,G-FORZ,PTS1
0d04c2,XC-LMF,GLF4
aaf670,N805WM,F900
a5767f,N451GX,GLEX
484f6b,PH-JND,C56X
4d02af,LX-JFU,PC12
a3cd7a,N344PL,E55P
4005a9,G-BVRJ,RJ70
3b773c,64,E121
a87108,N643GT,B763
398266,F-HATG,C25C
ad5af4,N96MV,PC12
43e98b,M-SAID,GL5T
44068b,OE-IPG,CL60
4241c5,VP-CJG,A319
47bebb,LN-RGC,B738
a21f58,N236FS,GLF4
e48ceb,PT-TOE,E190
4b1995,HB-JRX,GL5T
7809b8,B-5920,A332
710238,HZ-A9,H25B
4d2070,9H-BOA,HA4T
43c4c4,ZA677,H47
a0dcc6,N155AD,GLF5
4baa65,TC-JSE,A321
3991a3,F-HEND,C510
3ce51a,D-COBI,C56X
43e7ee,M-CLAB,CL30
43c71b,ZJ270,AS50
3c712c,D-ALIL,FA7X
4baa64,TC-JSD,A321
406883,G-UYFI,EC20
503c93,LY-MCA,AT72
800662,VT-AOP,E190
3c674f,D-AIZO,A320
384c7a,F-WWNF,FA7X
4caab4,EI-IMX,A319
43c711,ZJ280,AS50
43c71c,ZJ269,AS50
406925,G-YEDC,C25B
ab8941,N842WF,PC12
484fd4,PH-PKX,C750
47a8e3,LN-NGH,B738
44068e,OE-FXM,C25A
342544,EC-KAI,AT43
4ba90f,TC-JHO,B738
4b38fa,HB-VPA,C25C
a51656,N427HG,GLF5
a97708,N709LS,GL5T
a8c88f,N665UA,B763
45cdcb,OY-SNK,F2TH
43c728,ZJ254,AS50
896308,A6-ENF,B77W
a6ac07,N529TA,GLF5
449d05,OO-GHE,F2TH
47956b,LN-NIE,B738
a71dba,N558GA,GLF5
404644,G-CBGZ,GAZL
a2d371,N281TX,BE40
3c5ef6,D-AGWV,A319
401dc6,G-BGOG,P28A
403b12,G-RIFN,CP10
402140,G-BSDL,TOBA
406664,G-LENM,RJ85
a9212f,N688CP,F2TH
02a194,TS-IMU,A320
a7014b,N550VE,GLF5
403a7d,G-IPUP,PUP
404254,G-DCSE,R44
45ac2e,OY-KAN,A320
406663,G-CRSR,CRUZ
479587,LN-NIC,B738
406808,G-XDEA,DA42
abc587,N858EU,BE58
43e98a,M-MNDG,GLF4
4794fd,LN-NIF,B738
710058,HZ-AK16,B77W
43c727,ZJ255,AS50
4b19a4,HB-JSM,FA7X
80071f,VT-JWS,A333
4ba910,TC-JHP,B738
4bb463,TC-MCC,A306
401ae3,G-BBKX,P28A
344304,EC-LUB,A333
a648cf,N504AC,GLF5
a32e63,N304CC,GLEX
4027a5,G-WACB,C152
403ff3,G-WARV,P28A
506c25,S5-ZFL,GLEX
440667,OE-LBK,A320
800720,VT-JWT,A333
43e96f,M-YBLS,PC12
344341,EC-LTM,B738
401ef3,G-BIHI,C172
394b25,F-GSZF,TRIN
42428c,VP-BGL,E135
a8cc46,N666UA,B763
70c07d,525,C30J
750292,9M-MNE,A388
43e974,M-ALAY,GLF5
4caaa7,EI-IMV,A319
4b390f,HB-VPV,BE40
c03b34,C-FWKX,F900
43c1fb,ZJ135,EH10
3c5ef5,D-AGWU,A319
4406a1,OE-IBZ,B734
4d4025,3A-MGA,FA7X
ae0471,57-1451,K35R
a98169,N711SW,GLF6
a8d336,N668P,GLF5
392f03,F-GLYD,F900
4caa9d,EI-STD,B734
a1449e,N181CJ,C510
43e956,M-MDMH,
7502ca,9M-AQU,A320
aab2c0,N789JC,FA50
491d81,CS-GLA,GLEX
47a851,LN-NGI,B738
abaefc,N852CD,SR22
43c704,ZE707,B462
404a49,G-KETH,B06
3cbde3,D-BOOC,C750
ae061c,84-0206,C130
396400000000,F-GZHI,B738
0c603c,9Y-LGW,B763
468a53,SX-BRS,F50
e4884b,PR-MMP,GALX
aae0da,N80PS,GLF5
43c6f4,ZZ331,A332
459ec9,OY-GVI,GL5T
505c98,OM-DEX,B734
80071e,VT-JWR,A333
aab5c3,N79AY,GLEX
40574e,G-TESR,SIRA
401a6b,G-ADKC,ULAC
4b0f66,HB-FVQ,PC12
a9961b,N717AN,B77W
43c258,ZJ195,H64
401110,G-PDGF,AS50
43c13b,ZA371,TOR
44d182,OO-TLB,DA42
4047c4,G-CBSS,YK52
aae0b8,N80NH,
43e97e,M-IMOR,C680
a999d2,N718AN,B77W
40693e,G-ISLG,
43e978,M-OIWA,CL30
a73ed4,N566SR,SR22
c06a5d,C-GOHG,CL60
a454f5,N3788B,GLF5
4067f0,G-TAWM,B738
4049a6,G-NPPL,C42
399164,F-HELE,TBM8
896309,A6-ENG,B77W
43e943,M-SSSR,GLEX
abea84,N867TC,
400e7a,G-CMBS,EXPL
ae0606,80-0332,C130
43c710,ZJ253,AS50
344305,EC-LUK,A333
48ada5,SP-LNF,E190
489351,SP-FDS,AN26
896307,A6-ENE,B77W
c07b3c,C-GURJ,CL60
43c421,XX242,HAWK
4b18a1,HB-JIN,F900
ae0602,80-0323,C130
3c6751,D-AIZQ,A320
ae0210,82-0191,DC10
4068f0,G-JAGA,E55P
43e969,M-KBBG,GLF4
34430c,EC-LTG,B734
424267,VP-BOH,B735
49d062,OK-RDA,L410
3c6750,D-AIZP,A320
43e97c,M-USIC,GLF5
ae02ef,85-1366,C130
502c84,YL-RAI,AN26
43e94e,M-ABFL,A332
4068f6,G-GDFR,B738
3cd6e9,D-CIRP,D328
43e971,M-AQUA,GL5T
45ac2f,OY-KAO,A320
4d0103,LX-VCA,B748
89630a,A6-ENH,B77W
a4bb99,N404BC,F900
398446,F-HBCG,B190
e48c42,PP-NPP,F2TH
40689a,G-LEAZ,CL30
400f76,G-XELA,R44
44069b,OE-IBQ,A320
adecd6,N997C,C680
393a4c,F-GOSM,AS50
aa0c6b,N7469D,PA18
e4844e,PT-TFT,E135
4b18ce,HB-JKG,GALX
ae4f12,10-0218,C17
a24f5e,N248SY,B734
4baa66,TC-JSF,A321
ae0507,61-0323,K35R
3e36ff,D-IMAH,C25A
406619,G-ENVR,D228
c2af9f,130341,C130
484fff,PH-AKE,A333
a6ce62,N538CL,E145
503c33,LY-LTE,BE30
43c6d9,ZK326,EUFI
a88e07,N650PH,GLF6
8a037a,PK-CLR,B738
a124df,N173FR,
ae29dd,Aug-73,C30J
4b0f05,HB-FRX,PC12
600918,4K-AZ280,G280
894072,A9C-DHC,B752
43c568,ZK037,HAWK
acbf42,N920ME,B712
40463d,G-OARO,P28R
401f8f,G-BJBW,P28A
4068b4,G-ZBAA,A320
71c226,HL8226,B772
71c274,HL8274,B77W
ae1bf3,07-46310,C30J
4067f1,G-TAWN,B738
4a81e6,86001,SBR1
405bdc,G-LHXL,R44
400cf4,G-JUPP,P32T
511095,ES-LCC,C510
3420d5,EC-IVP,AT43
e80269,CC-BFI,A320
4068f5,G-GDFP,B738
780a36,B-KQD,B77W
a99d89,N719AN,B77W
896263,A6-AAB,RJ1H
300564,I-ADJT,E190
a70e99,N554DG,GLF5
a31d93,N30GD,GLF4
aa8a90,N779BA,B744
ae4bde,Oct-01,C30J
4b0f76,HB-FWG,PC12
ae0603,80-0324,C130
39d021,F-HUBB,F900
a0961f,N137KM,P46T
395184,F-GUME,B190
ab7fe0,N840AG,PC12
06a13b,A7-BAY,B77W
43c4d0,ZA680,H47
a63682,N5NZ,BE36
a24439,N245SY,B734
42455a,VQ-BNZ,GLF6
a4f9e5,N42GJ,CL30
4caae3,EI-ZMA,F900
45aa95,OY-JTU,B737
43e985,M-DTBP,FA7X
4063fd,G-RBND,E135
47a7bc,LN-NGJ,B738
a278d2,N2589J,PA46
47be91,LN-RGE,B738
406662,G-EVIL,E300
40686f,G-YDEA,DA42
4680d1,209,E135
aba8ad,N850PR,TBM8
4ac945,SE-RJE,A320
a81f60,N622TM,TBM8
ae0427,61-0290,K35R
43e992,M-WFAM,CL60
506c27,S5-GMG,GLEX
3c4a23,D-ABQC,DH8D
3e24fc,D-IFEY,C25A
a02d7f,N110PG,C56X
4caabe,EI-RDN,E170
4caabf,EI-RDO,E170
ae023b,57-1440,K35R
3c5111,D-ADHQ,DH8D
a46a41,N384BB,GLF3
3e31b7,D-IKAH,BE20
896342,A6-ETN,B77W
780a37,B-KQE,B77W
a588ee,N456FL,BE40
484491,P4-GIS,FA7X
71001a,HZ-AI3,B748
a8a7cf,N657MA,TBM8
461d7f,OH-LEL,E170
398c52,F-HDCS,BE9L
43c2dc,ZD258,LYNX
4622f1,OH-NGB,MD11
440668,OE-LBL,A320
a7d66e,N604DH,CL60
39ad2f,F-HLJP,PRM1
4d208c,9H-VLZ,C560
468a56,SX-BRV,F50
a9a399,N720AN,B77W
3443d1,EC-LUN,A320
405c93,G-CFIY,C42
4baa67,TC-JSG,A321
20105,CN-RGN,B737
40691d,G-KAHR,CL60
3c5429,D-AEAI,A306
3c6752,D-AIZR,A320
4b18f5,HB-JLT,A320
710254,HZ-A6,GLF5
4067ce,G-WPDD,EC35
406763,G-RVNP,P68
4067f2,G-TAWO,B738
750293,9M-MNF,A388
4028d8,G-BNKH,PA38
400fbd,G-OCCF,DA40
50400000000000000,ER-ECC,E190
4d208a,9H-VJF,GLEX
a3f930,N355UP,B763
404fc8,G-NIEN,RV9
49524b,CS-TRK,A320
495249,CS-TRI,A333
20104,CN-RGM,B737
344417,EC-LUL,A320
20108,CN-NMG,A320
3c674e,D-AIZN,A320
a2c11f,N277GM,GLF4
440669,OE-LBM,A320
39ba41,F-HOSB,H25B
3cc24e,D-CAWS,C680
4b39c2,HB-VWS,C510
3b7732,83,E121
a7d824,N604WW,CL60
a5e094,N478U,CL60
a16925,N190L,BE36
4241c2,VP-CYT,GLEX
394923,F-GSJD,BE58
42429b,VP-BDE,A333
5110a6,ES-SAL,A320
ada2fd,N978SR,SR22
4068f7,G-IASA,BE20
3c5a78,D-AFSX,FA7X
4406a6,OE-LPZ,GL5T
49d2fb,OK-TSA,B738
406813,G-SENT,GLEX
3c5ef7,D-AGWW,A319
aade1c,N8KR,P210
800721,VT-JWU,A333
a4becd,N4047C,BE20
406200,G-CGJN,RV7
40476b,G-CBPE,TOBA
a0fa8b,N162QS,GLEX
a192a3,N200GK,P28R
42427e,VP-BSQ,GLF4
47be84,LN-RGD,B738
a42e1f,N369E,H500
abb6dc,N854GT,B748
a3d1f0,N345XB,CL60
a4d266,N41GJ,LJ35
a9a750,N721AN,B77W
4caac8,EI-EZV,A320
abba62,N855EU,BE20
43c4bc,ZA710,H47
ac7034,N900LP,F900
40695d,G-PAOL,C25B
3443d2,EC-LUO,A320
a3520a,N313AV,F2TH
4b19c5,HB-JTT,GLF5
a40eba,N3600X,SR22
406869,G-UMBY,H500
406954,G-OZBZ,A321
89630b,A6-ENI,B77W
406909,G-EZWH,A320
4caac9,EI-EZW,A320
3c4b27,D-ABYG,B748
4caad2,EI-EPT,A319
a69ccd,N525PG,ASTR
400cb0,G-BODY,C310
adc535,N987AR,MD11
40217d,G-PRFI,B06
4068fb,G-WWFC,F2TH
3c4b28,D-ABYH,B748
ae0260,61-0295,K35R
4ba912,TC-JHR,B738
abb7c8,N854SD,GLF4
4242c2,VP-BLP,A320
a65dfd,N5092,GLF5
406905,G-POWI,A320
4ac946,SE-RJF,A320
a200df,N228Y,CL30
4ba913,TC-JHS,B738
4067f3,G-TAWP,B738
40630a,G-MOGS,CRUZ
40436f,G-JJEN,P28A
aba892,N850NP,TBM8
43e99d,M-GLFZ,LJ60
4067f4,G-TAWR,B738
4b1887,HB-JHN,A333
4bab2a,TC-JYJ,B739
89616f,A6-EFI,B77L
404d63,G-RTMY,C42
40178a,G-AWFJ,P28R
3c542a,D-AEAJ,A306
3c0b6d,D-ATIM,GLF5
a597ee,N46GX,GLEX
ae04fc,58-0011,K35R
3cd34e,D-CHIC,E55P
400d08,G-COVB,P28A
4059c2,G-CFEE,EV97
4068b5,G-ZBAB,A320
a155df,N1852B,GLF5
404866,G-SEXX,P28A
880048,HS-NMB,B430
40201d,G-HELN,PA18
49524c,CS-TRL,A320
43c705,ZE708,B462
44a839,OO-JAY,B738
4406a0,OE-FXE,C25A
a009da,N101QS,GL5T
a6df90,N542CD,SR22
3c6753,D-AIZS,A320
ae4f14,10-0220,C17
4ca9af,EI-XLZ,B744
896171,A6-EFK,B77L
491d82,CS-GLB,GLEX
46a8b4,SX-JET,FA7X
485020,PH-GUA,B738
485009,PH-HSI,B738
4b1699,HB-ION,A321
4033f3,G-OPWS,M20T
3c49af,D-ABMO,B738
491264,CS-DSD,FA7X
4caac5,EI-RUI,B738
401e1f,G-BHDE,TOBA
4ba914,TC-JHT,B738
3cebf0,D-CQQQ,C56X
3443d3,EC-LVO,A320
a81818,N620V,F2TH
c05aac,C-GIIT,CL60
02a195,TS-IMV,A320
43c72d,ZJ248,AS50
403cee,G-BXBU,CP10
4ac8b9,SE-REY,B737
502c8f,YL-LCL,A320
402b1d,G-JRCR,B06
4845dd,PH-VDS,M20T
a31c31,N3SA,GLF4
4065b2,G-SEHK,C182
344344,EC-LUX,A333
47bdfb,LN-RGF,B738
a3fce7,N356UP,B763
44a835,OO-JAU,B738
406965,G-VBCD,BE9L
34440f,EC-LVA,A320
02a1a7,TS-INH,A320
40695b,G-ZBAG,A321
40691a,G-DCOI,A139
406622,G-LISS,CDUS
a77da1,N582D,GLF5
3c5a12,D-AFPR,FA7X
40695a,G-ZBAF,A321
4d208e,9H-GYB,H25B
43c53a,ZF537,LYNX
60183d,EZ-A015,B738
4ac96c,SE-RKL,GLF5
ae025c,58-0034,K35R
3e32cc,D-IKKY,MU2
45aa94,OY-JTT,B737
a0a97b,N1415N,GLEX
a9ab07,N722AN,B77W
ac0cac,N876AM,C510
4068b6,G-ZBAD,A321
4068ee,G-OWAY,CL60
e48d2b,PP-OSM,FA7X
4b18d0,HB-JKI,GLF5
43e97d,M-YORK,FA7X
43e975,M-ALEN,E135
4242a8,VP-BID,A320
44a836,OO-JAV,B738
a5fb67,N485CJ,C25C
896185,A6-EEF,A388
0d056c,XA-ALC,GLF5
a23c6c,N243PC,HA4T
a97ae9,N71NJ,CL60
43e95f,M-YTAF,BE36
43e9a6,M-ARDI,GLF5
89636d,A6-VAS,E135
43e984,M-FRED,P180
a7dddc,N606DH,B721
780979,B-8259,GLF5
45ac30,OY-KAP,A320
40690a,G-EZWI,A320
4d0111,LX-VCH,B748
404db5,G-CSKW,RV7
ae05e3,88-4401,C130
43c634,ZH543,S61
40659c,G-JTJT,R44
70c08c,557,GLF4
4068cb,G-GDFM,B733
896186,A6-EEG,A388
4.51e+100,LZ-WOW,A320
4b1851,HB-JFL,E135
344215,EC-LPM,B712
344446,EC-LUT,B738
a4abaf,N40QJ,GLF4
4cc270,TF-ISF,B752
7809b9,B-5921,A332
c04768,C-GBBB,CL60
710059,HZ-AK17,B77W
406826,G-OPRM,CL60
4ba915,TC-JHU,B738
a8b1f7,N66AY,R66
404dcb,G-OJAG,C172
a0ab8d,N142QS,BE40
a5706f,N45GX,GLEX
a7000e,N550GN,GLF4
a0fd59,N163FJ,FA7X
39e48d,F-HZEN,A333
4d2091,9H-FOM,E50P
a3d474,N346JV,P46T
400c31,G-DIPM,P46T
3d556c,D-FEPG,PC12
a1777b,N194ER,C510
ae065d,60-0320,K35R
4068d8,G-LUKA,BE58
a292a0,N265LX,F900
c0193a,C-FJOJ,GALX
748029,OD-MED,A332
43e9a7,M-SAWO,GLF5
a7b02e,N595CB,CL30
4caaa8,EI-IMW,A319
a1175a,N17FJ,GLF5
3d0678,D-EARW,PA46
8007c1,VT-JFH,B738
489c03,SP-HAD,A320
7809aa,B-2038,B77W
4406a3,OE-IEO,GLEX
ace65a,N930HB,B737
a4aec0,N400XT,BE40
a59e55,N461LJ,LJ45
0d045a,XA-APE,F900
48440e,PH-UNN,EC20
a0cac9,N150GD,G150
4c49e2,YU-SPC,C56X
4619000000,OH-JVA,GLF4
3cc38d,D-CBIZ,C650
4068b7,G-ZBAE,A321
405948,G-EDDS,CRUZ
4064d7,G-UMKA,FA7X
484fad,PH-AON,A332
3443d5,EC-LVU,A320
a7db0c,N605NP,CL60
40647b,G-CGRL,R44
3e47c9,D-ISJP,C25A
402a9c,G-BOHH,C172
896370,A6-ACE,GL5T
7809a9,B-2037,B77W
08002a,5H-PMS,B733
3cd325,D-CHGN,H25B
495239,CS-TQY,A343
390471,F-GBDR,BE33
468a4d,SX-BRM,F50
a6bd32,N533SR,GLF4
7808cc,B-2035,B77W
503c72,LY-SPA,A320
4b9905,TC-FHE,A320
484fde,PH-BCD,B738
4406b1,OE-GJL,H25B
a6f9ee,N549FX,CL30
780970,B-2036,B773
4caa48,EI-EXA,B712
45ca65,OY-RSE,PC12
43e994,M-LJGI,FA7X
a1b7ab,N21FE,CL30
406828,G-CHJI,E170
406829,G-CHJU,E170
c076a5,C-GSYE,CL2T
acc9e6,N923GA,G280
40696e,G-VCAN,CL30
33ffd9,MM62200,P180
a202af,N229CN,C25B
40072b,G-GDFN,B733
a003ea,N10RZ,G150
a2e45c,N286AY,A332
3c6106,D-AHHF,A320
ab1fdb,N816CC,GALX
a8f0db,N6751W,BE58
a568b9,N448E,CL60
402337,G-BAEE,DR10
40076,ET-AQM,B738
406991,G-TRDS,G2CA
39a90b,F-HKIL,C510
4406ab,OE-IEN,F2TH
a3f579,N354UP,B763
344409,EC-LVS,A320
3c5ef8,D-AGWX,A319
3ec585,D-KPTL,G109
3fec48,D-MYSA,EV97
3d2b08,D-EONW,C182
aaf874,N806DB,F2TH
43e9ad,M-ASIK,G280
ae06df,163557,BE20
a51e9f,N429SA,F2TH
ae0823,57-1438,K35R
4baa69,TC-JSI,A321
34440b,EC-LVV,A320
a59c0a,N4600Y,
780a38,B-KQF,B77W
4cab05,EI-EPU,A319
60183c,EZ-A016,B738
a08e98,N135JM,P46T
a05eed,N123AX,P32R
344410,EC-LVB,A320
43e998,M-BRRB,GL5T
3c6754,D-AIZT,A320
4b7f4c,T-785,F900
4d2094,9H-WFC,E135
aae41a,N800YY,CL60
ae04e2,59-1446,K35R
47bdcd,LN-RGG,B738
43c1e4,ZJ705,B412
45b890,OY-NDP,C25A
485000,PH-BVK,B77W
aba7f1,N850GC,TBM8
43c21c,ZA772,GAZL
484300000,PH-LAW,C310
484bcf,PH-SVX,PAY2
4baa68,TC-JSH,A321
ab2f35,N82HD,F900
3964000000,F-GZHG,B738
403560,G-COLA,BE33
4067f5,G-TUIA,B788
4b1f21,HB-LUN,P68
502c8e,YL-LCK,A320
341686,EC-INS,LJ55
4ac955,SE-RJU,B737
4cab04,EI-FCC,A320
c05026,C-GEJD,LJ45
4b10f7,HB-GLB,BE20
4cc271,TF-ISK,B752
4b19a3,HB-JSL,FA7X
40690b,G-EZWJ,A320
a8cb6b,N666KG,SR22
ae0403,84-0158,BE20
